,protein_length,mean_disorder_percentile,predictor_disagreement,length_bin
Q9NZB2,1118,0.5760630168973012,0.1764275175990895,>=1000
Q9NZB8,636,0.3669261376410063,0.1128845607641738,500-999
Q9NZC2,230,0.6039843862258569,0.11043604240817709,200-499
Q9NZC3,331,0.1351661588072563,0.05845032785318263,200-499
Q9NZC4,300,0.6906901850565031,0.08456320644391452,200-499
Q9NZC7,414,0.2560922416800551,0.1305618688859632,200-499
Q9NZC9,954,0.5756218967953222,0.10092198918007844,500-999
Q9NZD1,345,0.44634608366538137,0.137599287760703,200-499
Q9NZD2,209,0.060065933257941094,0.07500897518593495,200-499
Q9NZD4,102,0.3553675616556171,0.2704856160714691,<200
Q9NZD8,308,0.14701401201233497,0.1084733816370197,200-499
Q9NZE8,188,0.7573149732403534,0.18603023005344094,<200
Q9NZF1,115,0.47010960501936244,0.19068167818363743,<200
Q9NZG7,142,0.5497354364986715,0.19096678340141704,<200
Q9NZH0,403,0.521695835004776,0.11465949451324685,200-499
Q9NZH4,202,0.9006182404063574,0.08781637283830522,200-499
Q9NZH5,202,0.8847529702380553,0.10989656927315718,200-499
Q9NZH6,218,0.5515860815955865,0.12076964324722675,200-499
Q9NZH7,164,0.46781254610846534,0.12876601185932007,<200
Q9NZH8,169,0.28733085585205914,0.15835437110770353,<200
Q9NZI2,227,0.3510003330594509,0.19439121906390097,200-499
Q9NZI5,618,0.6765566038145426,0.0816915630696517,500-999
Q9NZI6,479,0.47915871106697416,0.12478743391147479,200-499
Q9NZI7,540,0.58805985072606,0.0959937128104938,500-999
Q9NZI8,577,0.3967927271172648,0.14053407507625243,500-999
Q9NZJ0,730,0.7237224104023219,0.10513540861809,500-999
Q9NZJ4,4579,0.14872328014128472,0.09046184188811648,>=1000
Q9NZJ5,1116,0.6539427275233968,0.15277988095566,>=1000
Q9NZJ6,369,0.48391488585451714,0.117497243050498,200-499
Q9NZJ7,389,0.5642582419622487,0.09226764625535096,200-499
Q9NZJ9,180,0.4578489169905486,0.15563499991791085,<200
Q9NZK5,511,0.08110681259090456,0.06220661774283768,500-999
Q9NZK7,142,0.14256234119565386,0.10433274187688424,<200
Q9NZL3,707,0.5683133539133454,0.14409481473847258,500-999
Q9NZL4,359,0.4204563558035563,0.12718060879557663,200-499
Q9NZL6,768,0.5962900357472503,0.0921155237624435,500-999
Q9NZL9,334,0.18588383269199846,0.11661778804675631,200-499
Q9NZM1,2061,0.28903492198084446,0.1635590916296196,>=1000
Q9NZM3,1697,0.4774887601500873,0.19551892361901074,>=1000
Q9NZM4,1560,0.8557293222938299,0.21019095062859858,>=1000
Q9NZM5,478,0.831681925783146,0.09747392435430584,200-499
Q9NZM6,624,0.3185415922052347,0.16041021821385942,500-999
Q9NZN1,696,0.44681607682524616,0.1269869959462102,500-999
Q9NZN3,535,0.26131453440523217,0.13093596800864926,500-999
Q9NZN4,543,0.32323990145757525,0.12847013632591617,500-999
Q9NZN5,1544,0.6820893967332301,0.16821020284381785,>=1000
Q9NZN8,540,0.8155113720722293,0.1730782768909523,500-999
Q9NZN9,384,0.41447070397196667,0.12129448732161924,200-499
Q9NZP0,311,0.09045375298553433,0.09583542428490185,200-499
Q9NZP2,312,0.11125058537004082,0.11282498686331138,200-499
Q9NZP5,309,0.11088762331037824,0.11320719535185553,200-499
Q9NZP6,1156,0.8913540744992045,0.1177103134342036,>=1000
Q9NZP8,487,0.3083195116335674,0.1126074304491336,200-499
Q9NZQ0,273,0.2068689202771517,0.12250131605096642,200-499
Q9NZQ3,722,0.5477082498564015,0.06586265326369989,500-999
Q9NZQ7,290,0.35212636676336484,0.10872056810200685,200-499
Q9NZQ8,1165,0.3641071901798033,0.10636869640301828,>=1000
Q9NZQ9,345,0.5756088404410844,0.19797516564236345,200-499
Q9NZR1,351,0.614634829736138,0.1867549872112231,200-499
Q9NZR2,4599,0.19059333250178104,0.10273251201289692,>=1000
Q9NZR4,365,0.9117059959084609,0.044350121704896696,200-499
Q9NZS2,231,0.5440546833073802,0.16445332953704156,200-499
Q9NZS9,450,0.3604658479631711,0.16780669435262985,200-499
Q9NZT1,146,0.458025898112626,0.3394677866867638,<200
Q9NZT2,677,0.8028403053344056,0.14596395457376599,500-999
Q9NZU0,649,0.5152087500360297,0.08126709302974863,500-999
Q9NZU1,674,0.5118959580684453,0.08953507514214752,500-999
Q9NZU5,365,0.5013326841919882,0.11190102751832415,200-499
Q9NZU7,370,0.8061265527799281,0.09796918617980784,200-499
Q9NZV1,1036,0.4331199520037286,0.17658244549692861,>=1000
Q9NZV5,590,0.37639693537002,0.07486091441989802,500-999
Q9NZV6,116,0.4083059286553209,0.13673906947315662,<200
Q9NZV7,527,0.8175164056745445,0.08966863212297278,500-999
Q9NZV8,630,0.5756030315509378,0.07284100013754687,500-999
Q9NZW4,1301,0.910440893112569,0.11160820124254758,>=1000
Q9NZW5,540,0.3408158144697241,0.12979105328775,500-999
Q9NZY2,134,0.7333221066016651,0.20800754960186071,<200
Q9NZZ3,219,0.7454988690916371,0.14069234049413634,200-499
Q9P000,198,0.2697722737705793,0.2238905423845366,<200
Q9P003,139,0.09667060030597684,0.09256786287335407,<200
Q9P013,229,0.8765259995180678,0.1019736262667057,200-499
Q9P015,296,0.48246294515046567,0.23780768486078632,200-499
Q9P016,225,0.5387690010691126,0.19502933506862877,200-499
Q9P021,101,0.6214637240087288,0.22194488149597302,<200
Q9P031,241,0.8700772564931776,0.0873812207236755,200-499
Q9P032,175,0.6885062353048886,0.18484178189366113,<200
Q9P035,362,0.197998697581903,0.13185884619190644,200-499
Q9P055,311,0.2209352902898332,0.16161035466127802,200-499
Q9P086,117,0.3285638817861974,0.21834751667859037,<200
Q9P0B6,97,0.46179001055325236,0.23456550956334984,<200
Q9P0G3,251,0.15208689386096672,0.11117145861944146,200-499
Q9P0I2,261,0.40845471326704513,0.193410303897867,200-499
Q9P0J0,144,0.525535469130831,0.21466167037053951,<200
Q9P0J1,537,0.31325847793426875,0.12056007164552215,500-999
Q9P0J6,103,0.8005943222763227,0.1765168729660734,<200
Q9P0J7,381,0.7912930734488914,0.07040854260825362,200-499
Q9P0K1,906,0.4984917810832535,0.06703868150687284,500-999
Q9P0K7,980,0.6076395877118017,0.1167896901129458,500-999
Q9P0K8,574,0.8077531511864389,0.18253019937754492,500-999
Q9P0K9,293,0.5126865217168505,0.1281425468369957,200-499
Q9P0L0,249,0.6581037657713893,0.09814324511846403,200-499
Q9P0L1,754,0.6621100934297413,0.16107471948350166,500-999
Q9P0L2,795,0.6826325921239866,0.13517992740918897,500-999
Q9P0L9,805,0.5102310329559735,0.09059498130000351,500-999
Q9P0M2,348,0.6062571552690488,0.14387879682463542,200-499
Q9P0M4,197,0.6059322268290794,0.1353600373075865,<200
Q9P0M6,372,0.5197585955936472,0.13884782492913245,200-499
Q9P0M9,148,0.6949010674064867,0.13878157975700306,<200
Q9P0N5,145,0.18140948442959157,0.11469299392076149,<200
Q9P0N8,246,0.6006757966531896,0.15514679911749682,200-499
Q9P0N9,293,0.13594252559091,0.0615855816563683,200-499
Q9P0P0,153,0.6417394006777428,0.11534355829337298,<200
Q9P0P8,240,0.7547271571850802,0.1103272496758261,200-499
Q9P0R6,139,0.500072916480159,0.19043729699704814,<200
Q9P0S2,106,0.7599459682320358,0.13345660295005546,<200
Q9P0S3,153,0.2249294181876187,0.13803851198586908,<200
Q9P0S9,112,0.27693635798080274,0.2109253555286488,<200
Q9P0T4,197,0.7001770713305423,0.040613227508381325,<200
Q9P0T7,183,0.6832826866152838,0.16859179125324655,<200
Q9P0U1,55,0.5259212785094378,0.21962605939772864,<200
Q9P0U3,644,0.7408852625153283,0.09129801130918136,500-999
Q9P0U4,656,0.6743115190192508,0.18685556818089427,500-999
Q9P0V3,963,0.5349173075815183,0.09693718687365242,500-999
Q9P0V8,285,0.42656888006661925,0.11244689852142045,200-499
Q9P0V9,454,0.46420768462263395,0.11074101677543247,200-499
Q9P0W0,207,0.3885658724587681,0.18896598927897465,200-499
Q9P0W2,317,0.6765372752715824,0.09631422180094175,200-499
Q9P0W8,599,0.8867467511145413,0.05911118587311198,500-999
Q9P0X4,2223,0.634815418027071,0.11373578413565652,>=1000
Q9P0Z9,390,0.049560875102905785,0.06802585677735483,200-499
Q9P104,306,0.42332747551103594,0.08062443185094992,200-499
Q9P107,970,0.6399436893017811,0.18362433005357354,500-999
Q9P109,453,0.2269103319064341,0.08678737217289871,200-499
Q9P121,344,0.2372687145527696,0.1404528044772974,200-499
Q9P126,229,0.39222103271962094,0.1461220307935004,200-499
Q9P127,313,0.9277066317795892,0.04410133361192373,200-499
Q9P1A2,415,0.6378259442582165,0.12057290013679091,200-499
Q9P1A6,1054,0.8608894261381081,0.10786211596651159,>=1000
Q9P1C3,46,0.7332029942948621,0.24200733265126667,<200
Q9P1D8,64,0.90833469720482,0.16855970735563908,<200
Q9P1F3,81,0.17801940786532577,0.24936415457613023,<200
Q9P1G2,102,0.7884578192976959,0.21698556511175587,<200
Q9P1J3,65,0.6226183928227739,0.2567452890687964,<200
Q9P1P4,343,0.2240896064885033,0.12624800586024354,200-499
Q9P1P5,351,0.18950020577667367,0.10132076939188314,200-499
Q9P1Q0,977,0.46601827264063916,0.11783793189565475,500-999
Q9P1Q5,309,0.13604602805899943,0.14053757597424915,200-499
Q9P1T7,246,0.8878936308717418,0.08106037859001786,200-499
Q9P1U0,126,0.6006566406171067,0.1744231142231421,<200
Q9P1U1,418,0.09621692420393611,0.06487818371263496,200-499
Q9P1V8,674,0.9334451824591923,0.048865780272541584,500-999
Q9P1W3,806,0.39987818230313543,0.130667650120761,500-999
Q9P1W8,387,0.3116962795551944,0.14697102118930447,200-499
Q9P1W9,311,0.2266362645658971,0.09505650322174383,200-499
Q9P1Y5,1249,0.7543943556488995,0.17886450774228305,>=1000
Q9P1Y6,1649,0.8314373506541827,0.23405716409872895,>=1000
Q9P1Z0,1013,0.7846744206337682,0.20534761719499645,>=1000
Q9P1Z2,691,0.6701506251408268,0.11921363078153438,500-999
Q9P1Z3,774,0.5889992175202898,0.10017034321030327,500-999
Q9P1Z9,1701,0.5400146527078893,0.1304282246185403,>=1000
Q9P202,907,0.6653261027005792,0.16273919611320628,500-999
Q9P203,1132,0.6965359926169817,0.06875874398186607,>=1000
Q9P206,1035,0.8963046914497212,0.17326766067157506,>=1000
Q9P209,647,0.721173103368964,0.1079609334366082,500-999
Q9P212,2302,0.611101160094717,0.17376838073707682,>=1000
Q9P215,609,0.5817899647986612,0.07948619699978668,500-999
Q9P217,1185,0.36505675517421726,0.09100732175900227,>=1000
Q9P218,1284,0.3948495171635339,0.20117177530224614,>=1000
Q9P219,2028,0.6704105261099829,0.22851077877586473,>=1000
Q9P225,4427,0.12072417649495337,0.06846275925650709,>=1000
Q9P227,1491,0.7696367889308029,0.22098644161340927,>=1000
Q9P232,1028,0.151114383496742,0.14219280467930823,>=1000
Q9P241,1426,0.3967632149779304,0.11337760177372776,>=1000
Q9P242,653,0.9386742686314465,0.07733723061059095,500-999
Q9P243,1243,0.6836306174396914,0.18949112792027215,>=1000
Q9P244,771,0.6110034038412362,0.07411326230490071,500-999
Q9P246,746,0.7407287283291069,0.0973759401961359,500-999
Q9P253,973,0.17973449721060245,0.056277946854340885,500-999
Q9P255,531,0.6014293034096672,0.16371363721568857,500-999
Q9P258,522,0.4386949574742854,0.1329698508598952,500-999
Q9P260,1216,0.5438835475389061,0.07441849638168346,>=1000
Q9P265,1576,0.3733392569683273,0.13296606898804778,>=1000
Q9P266,1359,0.9171793493838646,0.11586851054223767,>=1000
Q9P267,1494,0.7731931122531094,0.2731286290168881,>=1000
Q9P270,581,0.9001688281347681,0.1662333799770077,500-999
Q9P272,454,0.7146959397128722,0.11746211527321622,200-499
Q9P273,2699,0.3602352249131586,0.15161580622377205,>=1000
Q9P275,1123,0.7718966505736249,0.16497316825984576,>=1000
Q9P278,1114,0.7031970241520448,0.13401207101858156,>=1000
Q9P281,2639,0.8167486806318158,0.23081446293815097,>=1000
Q9P283,1151,0.41565010050295265,0.13570893348576887,>=1000
Q9P286,719,0.7417230497928933,0.08859774362037535,500-999
Q9P287,314,0.5511587118462463,0.13292957577062917,200-499
Q9P289,416,0.4290416353682059,0.1157248217987136,200-499
Q9P291,453,0.6539755341441229,0.11592985683659342,200-499
Q9P296,337,0.30434436580133606,0.10770581282814802,200-499
Q9P298,99,0.6508602601636808,0.19732155212763797,<200
Q9P299,210,0.5041116664931221,0.11753954116911504,200-499
Q9P2A4,366,0.7486064061667967,0.1137562561496948,200-499
Q9P2B2,879,0.18204281715367043,0.15009799729803494,500-999
Q9P2B4,639,0.8164827070401329,0.1402032463244545,500-999
Q9P2B7,532,0.9433446343884652,0.039719562607250174,500-999
Q9P2C4,475,0.24027032210797214,0.10132625932746606,200-499
Q9P2D0,1353,0.5757168148929976,0.10283192105834237,>=1000
Q9P2D1,2997,0.7198651440430931,0.2567333926642578,>=1000
Q9P2D3,2071,0.21173797591393262,0.07150671843902622,>=1000
Q9P2D6,1515,0.6452143798206058,0.18837954884573666,>=1000
Q9P2D7,4265,0.1870265512453444,0.12795487507300898,>=1000
Q9P2D8,2635,0.4988812119240429,0.11809626049345383,>=1000
Q9P2E2,1029,0.6144551728525565,0.24858194165058617,>=1000
Q9P2E3,1918,0.36246740828008833,0.09956775190439011,>=1000
Q9P2E5,772,0.27909377755159703,0.10904988507440318,500-999
Q9P2E7,1040,0.5697810171996048,0.0883059561977915,>=1000
Q9P2E8,410,0.7539408413468939,0.11012898932610174,200-499
Q9P2E9,1410,0.7330756881141522,0.16263078272234102,>=1000
Q9P2F5,926,0.8878592152725137,0.09735866707393523,500-999
Q9P2F6,1191,0.7576723325699148,0.1252914605714152,>=1000
Q9P2F8,1722,0.6816248596222192,0.19853208018165305,>=1000
Q9P2F9,582,0.6016029360853937,0.13503200669858592,500-999
Q9P2G1,1089,0.641189452649545,0.06759365051836201,>=1000
Q9P2G3,628,0.25742085010060134,0.07636690803718521,500-999
Q9P2G4,905,0.8732514970619485,0.08129957550800271,500-999
Q9P2G9,620,0.2063631606194915,0.07302929771317472,500-999
Q9P2H0,1117,0.8695814023784665,0.12148239849916315,>=1000
Q9P2H3,777,0.0589341125712206,0.04018595837713338,500-999
Q9P2H5,1018,0.4795639291407122,0.08243068451997825,>=1000
Q9P2I0,782,0.4763907591852866,0.1268195049371577,500-999
Q9P2J2,1179,0.5890003449467274,0.1009020356441009,>=1000
Q9P2J3,617,0.1370060323689216,0.05499943790457888,500-999
Q9P2J5,1176,0.1863111450371169,0.08540671069254817,>=1000
Q9P2J8,865,0.5745625011995553,0.13328344976812304,500-999
Q9P2J9,529,0.30220096069373015,0.10508817913761306,500-999
Q9P2K1,1620,0.5561190899735899,0.10507888669575988,>=1000
Q9P2K2,825,0.26928850185576203,0.1305940697066451,500-999
Q9P2K3,495,0.7627239507695889,0.11763557125841502,200-499
Q9P2K5,600,0.710284361525725,0.14856412742804898,500-999
Q9P2K6,505,0.2260750490112924,0.06806555043829815,500-999
Q9P2K8,1649,0.4552810602715546,0.1274871878484496,>=1000
Q9P2K9,1392,0.4581193924860576,0.13960595577285342,>=1000
Q9P2L0,1181,0.11300101331775964,0.054000116260633016,>=1000
Q9P2M1,347,0.1712876647424834,0.12845600670575558,200-499
Q9P2M4,693,0.7090732071603341,0.05568980856088128,500-999
Q9P2M7,1203,0.7120833526094575,0.15724210188355278,>=1000
Q9P2N2,729,0.6729249388979818,0.05004676789103198,500-999
Q9P2N4,1935,0.3152220205108208,0.14599825347005044,>=1000
Q9P2N5,1060,0.7726687909440947,0.2202899778246986,>=1000
Q9P2N6,904,0.7403538127999287,0.0750494929021224,500-999
Q9P2N7,655,0.21473797361427174,0.05247974660108059,500-999
Q9P2P1,1898,0.5788148486857282,0.1731766507060253,>=1000
Q9P2P5,1572,0.6587834100084439,0.17345652364966846,>=1000
Q9P2P6,4700,0.7802939619800082,0.24282311503285078,>=1000
Q9P2Q2,1039,0.6955479038736054,0.1712434440497043,>=1000
Q9P2R3,1169,0.12646667996202327,0.08313476337848437,>=1000
Q9P2R6,1566,0.7297729033262281,0.2942602536569032,>=1000
Q9P2R7,463,0.20697922325090484,0.0781502093650919,200-499
Q9P2S2,1712,0.4245643522965897,0.1607529633645981,>=1000
Q9P2S5,460,0.1473592308997893,0.0804917267711745,200-499
Q9P2S6,941,0.44928076586887766,0.09090391811634274,500-999
Q9P2T0,379,0.8946739849583464,0.09386366808477101,200-499
Q9P2T1,348,0.15897082462816478,0.12579811450150813,200-499
Q9P2U7,560,0.387276932285927,0.10201805393617337,500-999
Q9P2U8,582,0.4137575038540443,0.1204885324147101,500-999
Q9P2V4,623,0.4570112825714869,0.1094996530691678,500-999
Q9P2W1,217,0.3403395943519737,0.18348033190149782,200-499
Q9P2W3,67,0.5691109090428201,0.2553302946999988,<200
Q9P2W6,132,0.8017468556502919,0.15623066240793224,<200
Q9P2W7,334,0.35322513744629774,0.1172782901647598,200-499
Q9P2W9,335,0.7043351816869571,0.10653977013232054,200-499
Q9P2X0,92,0.4200920998876227,0.21142311472436598,<200
Q9P2X3,320,0.5265295710896217,0.11633512069478574,200-499
Q9P2X7,70,0.509127204778054,0.21981422660433553,<200
Q9P2X8,69,0.8131934346883194,0.15466655901516094,<200
Q9P2Y4,722,0.7797116421228766,0.2260199267116213,500-999
Q9P2Y5,699,0.6570850561679954,0.06055568800682471,500-999
Q9P2Z0,257,0.824560928376832,0.17215758774263992,200-499
Q9QC07,812,0.18678325850227737,0.1432424836774491,500-999
Q9UBB4,475,0.1778529441310202,0.10020741277550031,200-499
Q9UBB5,411,0.8428068098712135,0.07264533169223002,200-499
Q9UBB6,729,0.14783173447537015,0.05578528157000825,500-999
Q9UBB9,837,0.6374017995090546,0.11379128706281917,500-999
Q9UBC0,465,0.8163333772356289,0.15822798884649342,200-499
Q9UBC1,381,0.634924950628065,0.1194085867563282,200-499
Q9UBC2,864,0.7556820990586055,0.06997440087109133,500-999
Q9UBC3,853,0.5733246620434992,0.12254509224092763,500-999
Q9UBC5,1043,0.13208464139238274,0.09871380413389653,>=1000
Q9UBC7,116,0.8805297745182314,0.10143682126581297,<200
Q9UBC9,169,0.8812006453860709,0.13481352502351313,<200
Q9UBD0,423,0.8167772829824764,0.14234383678259405,200-499
Q9UBD3,114,0.6844717634319011,0.10077398173344715,<200
Q9UBD5,711,0.32820552568993205,0.13759478948817136,500-999
Q9UBD6,479,0.22699876971398236,0.12676210503365695,200-499
Q9UBD9,225,0.44512646193149663,0.1138212543844566,200-499
Q9UBE0,346,0.28224263889854445,0.19338153707691705,200-499
Q9UBE8,527,0.4933529170365478,0.11487714634291363,500-999
Q9UBF1,373,0.7004946263198502,0.11770920942415088,200-499
Q9UBF2,871,0.16882845155801013,0.06962767846881905,500-999
Q9UBF6,113,0.5813981537334755,0.17934613124172724,<200
Q9UBF8,816,0.593284068920928,0.05900676411010794,500-999
Q9UBF9,498,0.7325939624611917,0.12498537722952224,200-499
Q9UBG0,1479,0.24247059109497401,0.11274141981618829,>=1000
Q9UBG3,495,0.891518580399497,0.10216039865856978,200-499
Q9UBG7,517,0.35377353610472545,0.11306924544297071,500-999
Q9UBH0,155,0.14259292458938122,0.11270628164376023,<200
Q9UBH6,696,0.34246435719155993,0.10187391514434156,500-999
Q9UBI1,195,0.1927104337451468,0.18640699357133206,<200
Q9UBI4,398,0.5180558040151495,0.08012993009433678,200-499
Q9UBI6,72,0.6308195998454312,0.23566357181645795,<200
Q9UBI9,543,0.6518608458217032,0.06438899929221815,500-999
Q9UBJ2,740,0.270082901918981,0.07045684997930582,500-999
Q9UBK2,798,0.8781164501855998,0.08664573497814312,500-999
Q9UBK5,93,0.7820589804496518,0.17689596789938883,<200
Q9UBK7,228,0.4859776302862413,0.1368836326756583,200-499
Q9UBK8,698,0.3098070870712503,0.10471642762669627,500-999
Q9UBK9,157,0.2604619985179758,0.15173109578557656,<200
Q9UBL0,812,0.8366236755122998,0.18932976031961918,500-999
Q9UBL3,628,0.5789168266631477,0.08800331910843129,500-999
Q9UBL6,633,0.24159591744247022,0.12547114086915537,500-999
Q9UBL9,471,0.5211246651856265,0.06805861950042078,200-499
Q9UBM1,199,0.12986507429136201,0.07604212882896973,<200
Q9UBM4,332,0.5925748145437432,0.13238475552493395,200-499
Q9UBM7,475,0.15050617267995312,0.10822298285447553,200-499
Q9UBM8,478,0.21792319093434268,0.08084197240067488,200-499
Q9UBN1,327,0.6371792936488201,0.1006169091663633,200-499
Q9UBN4,977,0.5442507568620211,0.1031975410056664,500-999
Q9UBN6,386,0.8128126928797298,0.1077645846967948,200-499
Q9UBN7,1215,0.5121880806043031,0.13414388683902886,>=1000
Q9UBP0,616,0.5982099309997174,0.0912441904852184,500-999
Q9UBP4,350,0.6919563336026567,0.09738522638031646,200-499
Q9UBP5,337,0.8038886560943103,0.12334970885078517,200-499
Q9UBP6,276,0.3911287979141376,0.1839721265872135,200-499
Q9UBP8,84,0.8961593441530786,0.1569228173188185,<200
Q9UBP9,304,0.6861547072900531,0.08495964649233614,200-499
Q9UBQ0,182,0.040473575623166905,0.05991272678460743,<200
Q9UBQ5,218,0.18903762543686214,0.12538920164321737,200-499
Q9UBQ6,330,0.22998528945109575,0.0793187992008204,200-499
Q9UBQ7,328,0.06016428201153092,0.09016003230174006,200-499
Q9UBR1,384,0.12447879484814539,0.10893306576207068,200-499
Q9UBR2,303,0.21533907192061974,0.09929989986994227,200-499
Q9UBR4,397,0.7188947458299976,0.14923264405552475,200-499
Q9UBR5,152,0.3356358496394085,0.12113530840094566,<200
Q9UBS0,482,0.5343831462016964,0.11426696772403294,200-499
Q9UBS3,223,0.7638791712474325,0.11567614462252603,200-499
Q9UBS4,358,0.49771331955858694,0.18005508083099928,200-499
Q9UBS5,961,0.2531815399923952,0.07857778198855525,500-999
Q9UBS8,474,0.33974924762054975,0.13759619395921158,200-499
Q9UBS9,1254,0.8378675456203417,0.12969696695864213,>=1000
Q9UBT2,640,0.5026735829563639,0.11905843602174222,500-999
Q9UBT3,224,0.6122368516389963,0.08608321803298156,200-499
Q9UBT6,870,0.6505949474103142,0.06380835795879121,500-999
Q9UBT7,734,0.3060740557872842,0.10455422844313164,500-999
Q9UBU2,259,0.6798556050281751,0.10949822676022908,200-499
Q9UBU3,117,0.8411745502774228,0.0771006268610946,<200
Q9UBU6,413,0.7833481240082681,0.059582942543901944,200-499
Q9UBU7,674,0.8203798663470477,0.07705804166846987,500-999
Q9UBU8,362,0.5821743673803332,0.12019425131030632,200-499
Q9UBU9,619,0.46004440780740535,0.09639056751858575,500-999
Q9UBV2,794,0.4608266427593088,0.08155382955519154,500-999
Q9UBV4,365,0.29085684880523643,0.10288571740135039,200-499
Q9UBV7,327,0.36964638644161213,0.10629950868117954,200-499
Q9UBV8,284,0.6552190366462612,0.1488761568841789,200-499
Q9UBW5,565,0.8182487728366984,0.09177325476978172,500-999
Q9UBW7,1377,0.6787260076296561,0.15717581246721218,>=1000
Q9UBW8,275,0.48635648517753866,0.16055170209093916,200-499
Q9UBX0,185,0.8330666563046375,0.07512597306230229,<200
Q9UBX1,484,0.30329284611128104,0.07393053245993418,200-499
Q9UBX2,424,0.8529450209639093,0.13959947590378305,200-499
Q9UBX3,287,0.15416903451514966,0.11815115862826417,200-499
Q9UBX5,448,0.3442716069310611,0.1273654924264512,200-499
Q9UBX7,282,0.26306308258157346,0.10403862134279493,200-499
Q9UBX8,382,0.3255005458335535,0.13657736324364542,200-499
Q9UBY0,812,0.6007313098810418,0.08783896311865226,500-999
Q9UBY5,353,0.31942497485055665,0.09769297268955313,200-499
Q9UBY8,286,0.20473456018826902,0.11210503659813123,200-499
Q9UBY9,170,0.7613780540975491,0.09713871143060383,<200
Q9UBZ4,518,0.48687701953204576,0.0564031470825187,500-999
Q9UBZ9,1251,0.689140095608439,0.06318804177635853,>=1000
Q9UC06,446,0.6056188003509123,0.16243982910322896,200-499
Q9UC07,566,0.6441348210031468,0.15437638747385318,500-999
Q9UD57,310,0.9228365691081581,0.03845543937734351,200-499
Q9UD71,204,0.9574422321314485,0.04336951642780997,200-499
Q9UDR5,926,0.08121276709960343,0.08526751334963494,500-999
Q9UDT6,1046,0.638683396543399,0.1695021389022824,>=1000
Q9UDV6,495,0.7647581824865068,0.18914086684544806,200-499
Q9UDV7,671,0.7740098297414827,0.15954032693473286,500-999
Q9UDW1,63,0.4611138407560336,0.23617167613088014,<200
Q9UDW3,170,0.5975201216393818,0.12596632736799784,<200
Q9UDX3,406,0.12602535603632417,0.09239287579717971,200-499
Q9UDX4,400,0.12253717049306348,0.08400479232468662,200-499
Q9UDX5,166,0.2914110597014224,0.08160811638711825,<200
Q9UDY2,1190,0.7145878031700235,0.17038765680485662,>=1000
Q9UDY4,337,0.5292636131816091,0.15853331276063043,200-499
Q9UDY6,481,0.21115924266647265,0.08911633105344186,200-499
Q9UDY8,824,0.35939559816761396,0.09430277243671498,500-999
Q9UEE5,414,0.488723554193163,0.0768713648688278,200-499
Q9UEE9,299,0.9330997879447076,0.043736089094249204,200-499
Q9UEF7,1012,0.18043757458949947,0.10183873098029929,>=1000
Q9UEG4,869,0.6726583560934208,0.1783003916273078,500-999
Q9UER7,740,0.8092871785108368,0.11189070847457015,500-999
Q9UET6,329,0.4892817817972038,0.08827549377495678,200-499
Q9UEU0,232,0.6203934589061948,0.17237104636018333,200-499
Q9UEU5,116,0.9344085586479032,0.16973203449608867,<200
Q9UEW3,520,0.75641262462494,0.1958922272714699,500-999
Q9UEW8,545,0.49290307851552423,0.08291134526148217,500-999
Q9UEY8,706,0.7521782021040241,0.06806238189789755,500-999
Q9UF02,275,0.5092878344372026,0.13964489237823846,200-499
Q9UF11,243,0.5959744062803662,0.15965950277714921,200-499
Q9UF12,460,0.1387475482164357,0.08040369396566026,200-499
Q9UF33,1036,0.23176500788473425,0.14750433155948947,>=1000
Q9UF47,199,0.6899021665298598,0.15685043772531304,<200
Q9UF56,701,0.5935203422847122,0.11310783168434857,500-999
Q9UF83,564,0.7353558833992967,0.25770300302851556,500-999
Q9UFB7,747,0.758564929250808,0.1371246074276385,500-999
Q9UFC0,647,0.3033858823766308,0.07842818248721226,500-999
Q9UFD9,1639,0.6393485235535413,0.25561202059054566,>=1000
Q9UFE4,941,0.5090864809931169,0.24423804028646,500-999
Q9UFF9,292,0.17979885853911923,0.10485370967272503,200-499
Q9UFG5,118,0.7445793097103743,0.14737912807362827,<200
Q9UFH2,4462,0.07693470290041263,0.06711181364537952,>=1000
Q9UFN0,247,0.1731631201668455,0.10475473523328327,200-499
Q9UFP1,575,0.5879628083091643,0.13369378382872754,500-999
Q9UFV1,150,0.7235838343151708,0.13532327110340153,<200
Q9UFV3,132,0.6178058765293869,0.21180354096764148,<200
Q9UFW8,167,0.5999808617570052,0.1342777814223076,<200
Q9UG01,1749,0.06759596075050964,0.06918911619390405,>=1000
Q9UG22,337,0.326679558512251,0.10227033721296719,200-499
Q9UG56,409,0.37559289221506226,0.14165827118673563,200-499
Q9UG63,623,0.3705826800772855,0.14100834185343797,500-999
Q9UGB7,285,0.147535493258841,0.12922349714908232,200-499
Q9UGC6,210,0.5915168005700526,0.12389427902999828,200-499
Q9UGC7,380,0.35717256522900515,0.1547653476003979,200-499
Q9UGF5,321,0.1543207072460813,0.12928772543929468,200-499
Q9UGF6,321,0.15174185173676538,0.10835188820820238,200-499
Q9UGF7,316,0.1073119584503426,0.12933400861522018,200-499
Q9UGH3,650,0.4169000623572469,0.11332115739372327,500-999
Q9UGI0,708,0.5478672970648286,0.08016734375916734,500-999
Q9UGI6,731,0.6970390913787152,0.07909231032778588,500-999
Q9UGI8,421,0.44670559162191925,0.11552047539243589,200-499
