,protein_length,mean_disorder_percentile,predictor_disagreement,length_bin
Q9NWA0,146,0.7966813655387822,0.10044342087261411,<200
Q9NWB1,397,0.8569247880821569,0.0692954010451117,200-499
Q9NWB6,273,0.8160446061489158,0.06734034247649526,200-499
Q9NWB7,429,0.6110891372863454,0.13109490663122356,200-499
Q9NWC5,275,0.1929003168561342,0.18402523934344164,200-499
Q9NWD8,314,0.47733702852237947,0.114809335916712,200-499
Q9NWD9,120,0.9115705732390068,0.06436070600340485,<200
Q9NWF4,448,0.2951863430705176,0.11553320510793834,200-499
Q9NWF9,866,0.7655864961105259,0.044206584061413305,500-999
Q9NWH2,141,0.7242867789987616,0.14047735877360987,<200
Q9NWH7,488,0.7936310254900624,0.07293715879648072,200-499
Q9NWH9,1034,0.8419825536817898,0.2222359406782134,>=1000
Q9NWK9,470,0.7781908136917609,0.06151836837891568,200-499
Q9NWL6,643,0.2807716524747153,0.11893664438536533,500-999
Q9NWM0,555,0.31933268288158523,0.12846217215709513,500-999
Q9NWM3,386,0.9017229777367055,0.03810030678888998,200-499
Q9NWM8,211,0.3549978846153989,0.22258390303456213,200-499
Q9NWN3,711,0.862407630749129,0.0825259116892204,500-999
Q9NWQ4,482,0.9312108051176455,0.06860495884041524,200-499
Q9NWQ8,432,0.9738252865741812,0.01930616358722506,200-499
Q9NWQ9,140,0.5460196031630239,0.14129343948913503,<200
Q9NWR8,336,0.4169662981817431,0.12773548906356902,200-499
Q9NWS0,290,0.4824393779196244,0.13912572212517843,200-499
Q9NWS1,579,0.5829248816644844,0.13696280112028286,500-999
Q9NWS6,357,0.3412840460721484,0.10379951130497948,200-499
Q9NWS8,449,0.5808356408846548,0.06300300201635729,200-499
Q9NWS9,450,0.7983054039742227,0.09460106071773276,200-499
Q9NWT1,392,0.44237643320833747,0.1311247124491567,200-499
Q9NWT6,349,0.2666419430900671,0.15167794302049042,200-499
Q9NWT8,199,0.8759321714451085,0.06130674462649922,<200
Q9NWU1,459,0.1489186003721769,0.10471856638006438,200-499
Q9NWU2,228,0.25737445439559403,0.21059709697970783,200-499
Q9NWU5,206,0.5201236183400898,0.1145977160957254,200-499
Q9NWV4,160,0.20364980945887257,0.23144503813864112,<200
Q9NWV8,329,0.636408101939374,0.10428887122276052,200-499
Q9NWW0,138,0.8997393104548624,0.09923878336703905,<200
Q9NWW5,311,0.25349142888780696,0.1426723082972879,200-499
Q9NWW6,199,0.19363335246950716,0.15823744420202965,<200
Q9NWW7,574,0.4931601415781878,0.08758635069630835,500-999
Q9NWW9,162,0.447049842707692,0.11598473910247535,<200
Q9NWX5,421,0.1808233546124303,0.10058956423096511,200-499
Q9NWX6,298,0.26452771140655157,0.0900377635045288,200-499
Q9NWY4,346,0.3090922925224016,0.1621057392855794,200-499
Q9NWZ3,460,0.32603656069194104,0.10297806282821706,200-499
Q9NWZ5,548,0.4234028802156726,0.08405815661342475,500-999
Q9NWZ8,242,0.8245037223453906,0.08325578098971309,200-499
Q9NX00,188,0.688695454464816,0.08975458685921679,<200
Q9NX01,149,0.15871519279550547,0.19892231111887299,<200
Q9NX02,1062,0.14019278597125534,0.043857314113645796,>=1000
Q9NX04,203,0.1840991927270967,0.15683232739862255,200-499
Q9NX05,1096,0.5746730361607316,0.1511029643715479,>=1000
Q9NX07,287,0.5833522690976337,0.09410506049531372,200-499
Q9NX08,183,0.19512264541406757,0.1798030253507461,<200
Q9NX09,232,0.6987139611872474,0.09017168290320497,200-499
Q9NX14,153,0.7960277056358432,0.08754791242711144,<200
Q9NX18,166,0.5805648947261204,0.09426200262254968,<200
Q9NX20,251,0.4587949193021223,0.18026785940296303,200-499
Q9NX24,153,0.407488387377421,0.13369541428559029,<200
Q9NX31,292,0.9387822941552824,0.03337991873787477,200-499
Q9NX36,388,0.6534264593100181,0.10383911733277786,200-499
Q9NX38,181,0.32883098312714226,0.12347197119887665,<200
Q9NX40,245,0.8547891023203756,0.0506676546853901,200-499
Q9NX45,425,0.7046407131866672,0.12610369405596472,200-499
Q9NX46,363,0.17808051743037634,0.13369498206408423,200-499
Q9NX47,278,0.3054281784731488,0.10422585434065178,200-499
Q9NX52,303,0.290188488291513,0.16758945302926015,200-499
Q9NX55,121,0.8110563547748424,0.1413559634331118,<200
Q9NX57,234,0.4483520108495019,0.10167015160144492,200-499
Q9NX58,379,0.784306203522493,0.09350483999096969,200-499
Q9NX61,479,0.2329970982988077,0.08057363091421348,200-499
Q9NX62,359,0.31711354374487993,0.10686389659534953,200-499
Q9NX63,227,0.6843338939926964,0.1312568791899721,200-499
Q9NX65,697,0.7085455272190941,0.14283719187329186,500-999
Q9NX70,200,0.7265789387781844,0.09038088146585889,200-499
Q9NX74,493,0.36430956725339964,0.1001369311123252,200-499
Q9NX76,183,0.5109678431536954,0.1501502781593783,<200
Q9NX77,482,0.3691392637958252,0.17481107488754852,200-499
Q9NX78,707,0.10653524645596828,0.0675505507422812,500-999
Q9NX94,342,0.9055725864686108,0.03512600602613449,200-499
Q9NX95,663,0.8850929636744411,0.04328283646196475,500-999
Q9NXA8,310,0.30624137979068616,0.11430437529589389,200-499
Q9NXB0,559,0.4158643638908807,0.12515078979968286,500-999
Q9NXB9,296,0.26326754299244653,0.1136974098049197,200-499
Q9NXC2,390,0.10389443105167691,0.08743102930621179,200-499
Q9NXC5,875,0.26248168036567127,0.08241737566547871,500-999
Q9NXD2,777,0.4867366226180626,0.0780947903111061,500-999
Q9NXE4,866,0.37139723218995196,0.11836529009477956,500-999
Q9NXE8,425,0.8912970837468942,0.05716292832561991,200-499
Q9NXF1,929,0.28132606688485384,0.08769919350274245,500-999
Q9NXF7,216,0.7095192702561196,0.11765511765341079,200-499
Q9NXF8,308,0.3652533921022677,0.08527619548955105,200-499
Q9NXG0,1405,0.6375415603857079,0.24908701303399983,>=1000
Q9NXG2,353,0.7158465461304263,0.11560013367995804,200-499
Q9NXG6,502,0.4776779396688227,0.09308045349960703,500-999
Q9NXH3,145,0.770878010470774,0.10675846192455048,<200
Q9NXH8,423,0.5227048161534825,0.10316499896466708,200-499
Q9NXH9,659,0.5040423431227671,0.06890642628063262,500-999
Q9NXI6,227,0.6912872943193032,0.1775153337327943,200-499
Q9NXJ0,267,0.7038976228221182,0.1327639466466833,200-499
Q9NXJ5,209,0.14356717844412306,0.10909343622297862,200-499
Q9NXK6,330,0.07362914203788397,0.0756437724177974,200-499
Q9NXK8,326,0.07693734490937883,0.05512481220048344,200-499
Q9NXL2,777,0.49592373983363297,0.027718156928572515,500-999
Q9NXL6,827,0.2727399501439141,0.07535175941117636,500-999
Q9NXL9,1143,0.6783863033068032,0.0562408734387792,>=1000
Q9NXN4,497,0.3577394529532873,0.10310831377392196,200-499
Q9NXP7,522,0.40573220318875985,0.08661635274854192,500-999
Q9NXR1,335,0.7802887703890675,0.08749071390596398,200-499
Q9NXR5,420,0.7682773161745652,0.1393698149320705,200-499
Q9NXR7,383,0.16096808456395245,0.1877340313442826,200-499
Q9NXR8,418,0.7842823677660513,0.1395457897255275,200-499
Q9NXS2,382,0.2730352614809994,0.112797389103883,200-499
Q9NXS3,571,0.06318249285121032,0.04480612651652365,500-999
Q9NXT0,402,0.5690918013405446,0.11942247652289302,200-499
Q9NXU5,204,0.24615646075759087,0.11751014489457667,200-499
Q9NXV2,234,0.5627205831853729,0.09038279064348245,200-499
Q9NXV6,580,0.8170278243266397,0.09037678559169182,500-999
Q9NXW2,375,0.6248918775583956,0.11944186319562722,200-499
Q9NXW9,302,0.31352823298029336,0.08543393416408843,200-499
Q9NXX6,385,0.6737550247700156,0.08453428378891822,200-499
Q9NXZ1,904,0.7038180677398866,0.23698704462698308,500-999
Q9NXZ2,648,0.43333251327452865,0.08428914318666104,500-999
Q9NY12,217,0.8522957385723791,0.07528025854601804,200-499
Q9NY15,2570,0.25813470375099806,0.13245500921166647,>=1000
Q9NY25,188,0.45124494530019554,0.11334191034199356,<200
Q9NY26,324,0.36844723641233246,0.09501668959696452,200-499
Q9NY27,417,0.9056326313088439,0.04252951316392385,200-499
Q9NY28,637,0.23718070993824347,0.06010683138017123,500-999
Q9NY30,223,0.6465987832619157,0.10677411979691524,200-499
Q9NY33,737,0.102013521960839,0.10636071955389874,500-999
Q9NY35,253,0.2838762365448519,0.1355782439790852,200-499
Q9NY37,505,0.2463036348214879,0.07137129238930565,500-999
Q9NY43,387,0.9275483427062658,0.05397627579993249,200-499
Q9NY46,2000,0.4566178005350312,0.16900687566345318,>=1000
Q9NY47,1150,0.3055985479558683,0.12362034587788229,>=1000
Q9NY56,170,0.29906548487945017,0.18645465426605995,<200
Q9NY57,414,0.3911080038027063,0.10707967732519141,200-499
Q9NY59,655,0.5982676248322384,0.08664187943784035,500-999
Q9NY61,560,0.8230253655974071,0.04685970291330225,500-999
Q9NY64,477,0.16804302318939263,0.06903317825054023,200-499
Q9NY65,449,0.16114967646539233,0.1430167864959845,200-499
Q9NY72,215,0.4465717130831373,0.14072004500664145,200-499
Q9NY74,926,0.9220813206990705,0.07718733413989355,500-999
Q9NY87,97,0.924514406460937,0.05564973930273588,<200
Q9NY91,659,0.25096449689296796,0.11168425272070226,500-999
Q9NY93,547,0.3427952810594724,0.07831760185709195,500-999
Q9NY97,397,0.26076090382186085,0.07259719749367279,200-499
Q9NY99,539,0.34755710371548193,0.0476702200663415,500-999
Q9NYA1,384,0.16421670683658032,0.09809657052114093,200-499
Q9NYA3,693,0.7742943440406194,0.07896554751007967,500-999
Q9NYA4,1195,0.6485340305342281,0.14545325140537285,>=1000
Q9NYB0,399,0.7136484995358524,0.0956917504539596,200-499
Q9NYB5,712,0.3868861250943733,0.10143399819997645,500-999
Q9NYB9,513,0.7954072141034778,0.17793358397467482,500-999
Q9NYC9,4486,0.0850873018606728,0.07316765941237204,>=1000
Q9NYD6,342,0.9320702292100735,0.04242393760108331,200-499
Q9NYF0,836,0.8874635154231452,0.14363026842635063,500-999
Q9NYF3,392,0.9280799627092647,0.0629946493064847,200-499
Q9NYF5,915,0.7253058031879185,0.12333932034201829,500-999
Q9NYF8,920,0.9270195000734148,0.09703994794454224,500-999
Q9NYG2,299,0.25083519380956293,0.10818790346108094,200-499
Q9NYG5,84,0.20697372236985562,0.14684691312166326,<200
Q9NYG8,393,0.6235599617841185,0.10021179440450251,200-499
Q9NYH9,597,0.09111465864233989,0.049919211151699706,500-999
Q9NYI0,1048,0.7691651367478176,0.11197552563439371,>=1000
Q9NYJ1,87,0.7104712194389842,0.15854712053576106,<200
Q9NYJ7,618,0.530386513983517,0.1494281440303584,500-999
Q9NYJ8,693,0.8050933742456082,0.21110492134316328,500-999
Q9NYK1,1049,0.11911625096184142,0.08221357741659002,>=1000
Q9NYK5,338,0.22725857099508784,0.06632641719583557,200-499
Q9NYK6,297,0.7660012732381638,0.08000538237507564,200-499
Q9NYL2,800,0.5760797065149742,0.07129396007219861,500-999
Q9NYL4,201,0.5151252543033593,0.13691871708208603,200-499
Q9NYL5,469,0.07137775279270876,0.042823551723635854,200-499
Q9NYL9,352,0.578853757506198,0.18343767834544453,200-499
Q9NYM4,423,0.3928788238894622,0.12152436280669508,200-499
Q9NYM9,111,0.6636154029475346,0.16812480567903826,<200
Q9NYN1,266,0.5679113145487282,0.08442628799994326,200-499
Q9NYP3,566,0.6273970518046623,0.07393170291655074,500-999
Q9NYP7,299,0.3202821146374736,0.1475596401048406,200-499
Q9NYP8,219,0.37582743395373325,0.12048182476411054,200-499
Q9NYP9,233,0.5975214263797621,0.1367268112866148,200-499
Q9NYQ3,351,0.11097977545236612,0.09121345080170774,200-499
Q9NYQ6,3014,0.3904777342269132,0.12611395923594076,>=1000
Q9NYQ7,3312,0.5148480290411394,0.1591598019407117,>=1000
Q9NYQ8,4349,0.24350179431018482,0.1258864297006433,>=1000
Q9NYR8,311,0.14076749068984612,0.02697197372027239,200-499
Q9NYR9,191,0.3268541099166674,0.13988979819070202,<200
Q9NYS0,192,0.316147480135299,0.1346170068797876,<200
Q9NYS7,404,0.19706550454941194,0.06302025098451466,200-499
Q9NYT0,353,0.20174168552228336,0.1119499601964081,200-499
Q9NYT6,803,0.6233114712766353,0.1689868347391122,500-999
Q9NYU1,1516,0.16800092633510705,0.07836553100159341,>=1000
Q9NYU2,1555,0.22160581289165165,0.07678102598347034,>=1000
Q9NYV4,1490,0.7967757252517087,0.203463088054684,>=1000
Q9NYV6,651,0.5118973309227997,0.11402524758777502,500-999
Q9NYV7,291,0.11288198939777852,0.10651026821721395,200-499
Q9NYV8,317,0.2060882296802155,0.12161368625265125,200-499
Q9NYV9,303,0.10733126600329135,0.08648224922312155,200-499
Q9NYW0,307,0.1423698894997031,0.09817828673007743,200-499
Q9NYW1,312,0.11347093962377384,0.08770380192634503,200-499
Q9NYW2,309,0.10220893254556629,0.09201810685487956,200-499
Q9NYW3,318,0.13019383439288434,0.08742105286104726,200-499
Q9NYW4,299,0.140342068115086,0.10023971371248726,200-499
Q9NYW5,299,0.1255693804142598,0.09815488137418071,200-499
Q9NYW6,316,0.1838236562074916,0.10692843909204447,200-499
Q9NYW7,299,0.1277870423436262,0.10609966448458397,200-499
Q9NYW8,714,0.5842470179266271,0.17006392208555474,500-999
Q9NYX4,217,0.8865172286064552,0.046195321365201596,200-499
Q9NYY1,176,0.25566595395687614,0.13212776974192986,<200
Q9NYY3,685,0.42102079219396754,0.08397799861396767,500-999
Q9NYY8,710,0.34969020010482016,0.11197351821519955,500-999
Q9NYZ1,205,0.5047217338106111,0.14447527438667773,200-499
Q9NYZ2,338,0.4020969275976282,0.11548972571630021,200-499
Q9NYZ3,739,0.9587629800570443,0.06107524069996736,500-999
Q9NYZ4,499,0.6124359890644184,0.05346987220649366,200-499
Q9NZ01,308,0.07108606043412931,0.05478830667662961,200-499
Q9NZ08,941,0.08048372236644656,0.05012646160884444,500-999
Q9NZ09,502,0.8497157792521948,0.05756626818244861,500-999
Q9NZ20,509,0.5415655614297908,0.13289752985458925,500-999
Q9NZ32,417,0.1939144773595621,0.06568137369951407,200-499
Q9NZ38,188,0.7789974048728648,0.1544608206979508,<200
Q9NZ42,101,0.2698181540985167,0.2193894023181117,<200
Q9NZ43,259,0.6825678247986051,0.08777242852843484,200-499
Q9NZ45,108,0.5393481353954963,0.19563538591918153,<200
Q9NZ52,723,0.6636904923221321,0.08050205653820859,500-999
Q9NZ53,605,0.9131931894375385,0.034250173289834804,500-999
Q9NZ56,1722,0.8023731524556486,0.16207084523223692,>=1000
Q9NZ63,289,0.9206314312318247,0.04776695864105241,200-499
Q9NZ71,1219,0.5161519938496463,0.11802862723537011,>=1000
Q9NZ72,180,0.7471682020437045,0.16199445322812336,<200
Q9NZ81,148,0.966436810328761,0.02545781009104396,<200
Q9NZ94,848,0.5236011831805396,0.08977139478201449,500-999
Q9NZA1,410,0.6843313418283374,0.08030939767967542,200-499
Q9NZB2,1118,0.5967350376218603,0.1641341398101323,>=1000
Q9NZB8,636,0.3792256096024674,0.1066957251360634,500-999
Q9NZC2,230,0.5902778502817855,0.10123850028120457,200-499
Q9NZC3,331,0.14030538444671856,0.057134032862442834,200-499
Q9NZC4,300,0.6944933304621108,0.08628301277777707,200-499
Q9NZC7,414,0.2620066809796625,0.1331889366214391,200-499
Q9NZC9,954,0.5926942649983695,0.08087508433569007,500-999
Q9NZD1,345,0.43672407092255433,0.1374671396440761,200-499
Q9NZD2,209,0.05730304926817464,0.0769007498147879,200-499
Q9NZD4,102,0.3625783188359653,0.2785829029608735,<200
Q9NZD8,308,0.15196226173456887,0.1106329939938819,200-499
Q9NZE8,188,0.7833201388622977,0.1641193562212845,<200
Q9NZF1,115,0.4899729448646565,0.18176447854767183,<200
Q9NZG7,142,0.5191848787432348,0.15834501296105605,<200
Q9NZH0,403,0.5255188462671233,0.11775663707620902,200-499
Q9NZH4,202,0.9099668889668427,0.08337621783071848,200-499
Q9NZH5,202,0.901498047140367,0.09345562085543145,200-499
Q9NZH6,218,0.5718512612809649,0.0972982617441251,200-499
Q9NZH7,164,0.45899086130161804,0.12883201724885585,<200
Q9NZH8,169,0.2955665198347152,0.16077893182751377,<200
Q9NZI2,227,0.34988119398023665,0.201167338224874,200-499
Q9NZI5,618,0.6652435921150571,0.07232169357993372,500-999
Q9NZI6,479,0.45221071818919906,0.07610037906026795,200-499
Q9NZI7,540,0.5691740259943613,0.06725233642776153,500-999
Q9NZI8,577,0.3818332869200335,0.13343071373509946,500-999
Q9NZJ0,730,0.7493161719469326,0.044915221631495326,500-999
Q9NZJ4,4579,0.13207788848163193,0.07254924131510752,>=1000
Q9NZJ5,1116,0.6328408999142117,0.13538703340485814,>=1000
Q9NZJ6,369,0.5049821399287306,0.09019023588237152,200-499
Q9NZJ7,389,0.5452904141068626,0.061030609730288427,200-499
Q9NZJ9,180,0.48172540380745904,0.13191328515920736,<200
Q9NZK5,511,0.08506767932251065,0.06253591634258138,500-999
Q9NZK7,142,0.14892136634125283,0.10514887515352854,<200
Q9NZL3,707,0.557127587690723,0.14272206948682192,500-999
Q9NZL4,359,0.43818023904553893,0.11233083821505681,200-499
Q9NZL6,768,0.5779644213436435,0.06367054470576697,500-999
Q9NZL9,334,0.19536836762172122,0.11498595651482686,200-499
Q9NZM1,2061,0.2554062067042187,0.11949601712009394,>=1000
Q9NZM3,1697,0.4624812583900127,0.19385515017487617,>=1000
Q9NZM4,1560,0.8611490012620701,0.2165533953732172,>=1000
Q9NZM5,478,0.8207137448614931,0.09151669654928342,200-499
Q9NZM6,624,0.29723213438805346,0.1440763793454714,500-999
Q9NZN1,696,0.4239335328324266,0.09707404573650545,500-999
Q9NZN3,535,0.2410345352567382,0.11045198020219922,500-999
Q9NZN4,543,0.3024319973418043,0.10577779116041124,500-999
Q9NZN5,1544,0.6814196258520223,0.1740947772611187,>=1000
Q9NZN8,540,0.8166511362553946,0.17909864517923785,500-999
Q9NZN9,384,0.41401621603988886,0.12553938265692105,200-499
Q9NZP0,311,0.07039913854190948,0.06170612409795634,200-499
Q9NZP2,312,0.08826276907122839,0.07557863846500117,200-499
Q9NZP5,309,0.08858958444101347,0.07920385241954561,200-499
Q9NZP6,1156,0.902806999979898,0.11348070097023731,>=1000
Q9NZP8,487,0.3020806976639999,0.11402778888702779,200-499
Q9NZQ0,273,0.19196951643381005,0.11290964060668003,200-499
Q9NZQ3,722,0.5453125618262223,0.0675399770427259,500-999
Q9NZQ7,290,0.35219751738939553,0.11253614207378441,200-499
Q9NZQ8,1165,0.34106323991919246,0.06447564792690856,>=1000
Q9NZQ9,345,0.5621401448005554,0.19817331575683328,200-499
Q9NZR1,351,0.5976783353252583,0.18181262158679035,200-499
Q9NZR2,4599,0.19139793604888033,0.10688802745818923,>=1000
Q9NZR4,365,0.9179742227258041,0.03896239878534783,200-499
Q9NZS2,231,0.5394099615411737,0.1692721902476542,200-499
Q9NZS9,450,0.33208618622138836,0.13449673599915585,200-499
Q9NZT1,146,0.42251856830517004,0.32335450186383313,<200
Q9NZT2,677,0.8393995284606234,0.052712843005248686,500-999
Q9NZU0,649,0.5279624359667356,0.06808987764637656,500-999
Q9NZU1,674,0.5268263536682047,0.07242505265540464,500-999
Q9NZU5,365,0.49711118240004104,0.11466883159316232,200-499
Q9NZU7,370,0.810271299289165,0.10012914790751253,200-499
Q9NZV1,1036,0.4130485375681143,0.16542573832418792,>=1000
Q9NZV5,590,0.3752633869883996,0.07781044553890824,500-999
Q9NZV6,116,0.4244215529195248,0.12992086331003638,<200
Q9NZV7,527,0.8093119960600231,0.08720720932119762,500-999
Q9NZV8,630,0.5654323796344809,0.06428969914733532,500-999
Q9NZW4,1301,0.926234073569418,0.0980039006115174,>=1000
Q9NZW5,540,0.3175534311125226,0.09965894770849305,500-999
Q9NZY2,134,0.764573451225882,0.1780672699527638,<200
Q9NZZ3,219,0.7276694247697716,0.12821809329982717,200-499
Q9P000,198,0.2335971906308422,0.18460206818675495,<200
Q9P003,139,0.08460777722548331,0.0836551942769207,<200
Q9P013,229,0.8683114912236675,0.10064396087225518,200-499
Q9P015,296,0.5077345389347848,0.22585871052477263,200-499
Q9P016,225,0.5729721114156472,0.1523336432239764,200-499
Q9P021,101,0.6430448373052385,0.2139904239511994,<200
Q9P031,241,0.864444727059076,0.08777806209165544,200-499
Q9P032,175,0.6721932147436794,0.18059686570606553,<200
Q9P035,362,0.18937379903662885,0.13233606193904737,200-499
Q9P055,311,0.19928890359602855,0.14475835259830167,200-499
Q9P086,117,0.3394647040975423,0.22203292965431165,<200
Q9P0B6,97,0.4629141136007641,0.24275933357690027,<200
Q9P0G3,251,0.15848314848632444,0.11237528413909942,200-499
Q9P0I2,261,0.36880843638109395,0.12846051586696725,200-499
Q9P0J0,144,0.5320495351441695,0.22075900711741964,<200
Q9P0J1,537,0.3190000326203761,0.1227943165805422,500-999
Q9P0J6,103,0.8040431066314861,0.18222343678353564,<200
Q9P0J7,381,0.7818137168363485,0.06295702656111885,200-499
Q9P0K1,906,0.5010722603810999,0.06866815068413659,500-999
Q9P0K7,980,0.6105031831096502,0.1203789962231271,500-999
Q9P0K8,574,0.8057248838465753,0.18877333212606434,500-999
Q9P0K9,293,0.5406321104680293,0.07667507474101957,200-499
Q9P0L0,249,0.6634378840632135,0.09946512549848004,200-499
Q9P0L1,754,0.6516564427211778,0.16173775689846004,500-999
Q9P0L2,795,0.6869942564304095,0.13890107665830287,500-999
Q9P0L9,805,0.49545318763721735,0.07428274649489745,500-999
Q9P0M2,348,0.6267313400612295,0.12606298075215472,200-499
Q9P0M4,197,0.5840356956529816,0.11153119333494804,<200
Q9P0M6,372,0.5396381805077599,0.12135815326021206,200-499
Q9P0M9,148,0.7003776191395625,0.14207806034306814,<200
Q9P0N5,145,0.1827777519395351,0.11860019575449889,<200
Q9P0N8,246,0.5774045875746774,0.13291582003851432,200-499
Q9P0N9,293,0.13562594491068974,0.06373534067903071,200-499
Q9P0P0,153,0.6315871124277289,0.11273152863813315,<200
Q9P0P8,240,0.7458825454983252,0.10894094979086125,200-499
Q9P0R6,139,0.520506786123841,0.18053717965006155,<200
Q9P0S2,106,0.7537871988188628,0.136065787796292,<200
Q9P0S3,153,0.23334780674998173,0.13911375509987695,<200
Q9P0S9,112,0.2828149035456047,0.2171381310697078,<200
Q9P0T4,197,0.6993817006398634,0.04192566949566729,<200
Q9P0T7,183,0.6617422200693479,0.15327604052264462,<200
Q9P0U1,55,0.5290157710264539,0.22701843126427093,<200
Q9P0U3,644,0.7532110860522999,0.0815586811546546,500-999
Q9P0U4,656,0.6591282425206605,0.18425784621871147,500-999
Q9P0V3,963,0.5235865719537622,0.09023433908946647,500-999
Q9P0V8,285,0.41715577921571473,0.11053674780172382,200-499
Q9P0V9,454,0.4542987087927258,0.1080126161702986,200-499
Q9P0W0,207,0.3537605035055125,0.14173045289475952,200-499
Q9P0W2,317,0.6714636773579633,0.09773899159828996,200-499
Q9P0W8,599,0.8891438424247115,0.06047745424803965,500-999
Q9P0X4,2223,0.6340193635271002,0.11834515694806458,>=1000
Q9P0Z9,390,0.05256502451807223,0.06944552128702985,200-499
Q9P104,306,0.4188621864864755,0.08164266037085308,200-499
Q9P107,970,0.6501315585710914,0.18592854924908253,500-999
Q9P109,453,0.2346265833736432,0.08471684215333584,200-499
Q9P121,344,0.23871303274665837,0.14527480922218156,200-499
Q9P126,229,0.3965356320812089,0.15032474538277285,200-499
Q9P127,313,0.9295062324584167,0.04511399549124207,200-499
Q9P1A2,415,0.6586222979139408,0.09533580326644561,200-499
Q9P1A6,1054,0.8661279408449021,0.1097889902369885,>=1000
Q9P1C3,46,0.7277063953000883,0.24959518507085332,<200
Q9P1D8,64,0.9508733573168237,0.057434886916228875,<200
Q9P1F3,81,0.17793540071206074,0.2581162171525018,<200
Q9P1G2,102,0.8274714283400056,0.16617720253579552,<200
Q9P1J3,65,0.6383558209147354,0.25867273268219887,<200
Q9P1P4,343,0.20991891360627965,0.11859552871457,200-499
Q9P1P5,351,0.18735961243838561,0.10454876691425039,200-499
Q9P1Q0,977,0.44508125969741474,0.09111663859145336,500-999
Q9P1Q5,309,0.10995769192625504,0.1046544943591619,200-499
Q9P1T7,246,0.9055994889902349,0.048349411429266693,200-499
Q9P1U0,126,0.5757279189202633,0.15256115796796507,<200
Q9P1U1,418,0.08427382585568635,0.04868542258726154,200-499
Q9P1V8,674,0.9334971972311161,0.05058048682333653,500-999
Q9P1W3,806,0.37899514747293506,0.10840706409512993,500-999
Q9P1W8,387,0.3069744822040944,0.15102629579319368,200-499
Q9P1W9,311,0.23590956153666345,0.09160370171968871,200-499
Q9P1Y5,1249,0.7544117572426379,0.18514234260564624,>=1000
Q9P1Y6,1649,0.8347139033401956,0.24193960632373945,>=1000
Q9P1Z0,1013,0.7792101430649224,0.21149880262267778,>=1000
Q9P1Z2,691,0.6606861985843773,0.11782781588670287,500-999
Q9P1Z3,774,0.5845498762949217,0.10224416540869896,500-999
Q9P1Z9,1701,0.5370936245509889,0.13453120230307455,>=1000
Q9P202,907,0.6599046397466652,0.1671373076579019,500-999
Q9P203,1132,0.704459682297281,0.06421595979751457,>=1000
Q9P206,1035,0.9123432171032233,0.1682485468924752,>=1000
Q9P209,647,0.7290275671533383,0.10753006255599486,500-999
Q9P212,2302,0.5891645500070909,0.16265283412289328,>=1000
Q9P215,609,0.5791387470062619,0.08163278052524492,500-999
Q9P217,1185,0.3561492140304202,0.08765707879011364,>=1000
Q9P218,1284,0.3878660377221332,0.20646856571558006,>=1000
Q9P219,2028,0.6790428052575139,0.2357963023222159,>=1000
Q9P225,4427,0.11162419086403079,0.06325518625762383,>=1000
Q9P227,1491,0.7699269648573152,0.22873993783021715,>=1000
Q9P232,1028,0.1513110188222632,0.14718156566290047,>=1000
Q9P241,1426,0.3942313930055941,0.11694659435416081,>=1000
Q9P242,653,0.9501257692422389,0.0666424182096134,500-999
Q9P243,1243,0.6642724854795169,0.1812473617699763,>=1000
Q9P244,771,0.6174887105562483,0.07248605879393595,500-999
Q9P246,746,0.7255008954183416,0.0817377592203098,500-999
Q9P253,973,0.1792267108354973,0.05822000249148811,500-999
Q9P255,531,0.6019165624359661,0.16944920576269676,500-999
Q9P258,522,0.463734197122385,0.09767013687224357,500-999
Q9P260,1216,0.5519156408106254,0.07046966894005034,>=1000
Q9P265,1576,0.3780477399875188,0.13641951367019914,>=1000
Q9P266,1359,0.941036154024254,0.07646744368997445,>=1000
Q9P267,1494,0.7829826764902007,0.2801610825629382,>=1000
Q9P270,581,0.9146024814731131,0.1627341557030723,500-999
Q9P272,454,0.6980477248861562,0.10307971461599602,200-499
Q9P273,2699,0.36501965910439466,0.15686103685979916,>=1000
Q9P275,1123,0.7992095923706988,0.1340529926844491,>=1000
Q9P278,1114,0.7106456882484853,0.135682713486755,>=1000
Q9P281,2639,0.8403792653373223,0.22462338938187,>=1000
Q9P283,1151,0.41039785978562604,0.13899143154001475,>=1000
Q9P286,719,0.7509693018092106,0.08442656808729601,500-999
Q9P287,314,0.5563566810054215,0.1361144781342547,200-499
Q9P289,416,0.40552912662096935,0.07782192195349247,200-499
Q9P291,453,0.6787709555788606,0.07195497675917292,200-499
Q9P296,337,0.3027865883300499,0.11132273895495766,200-499
Q9P298,99,0.6260012299061019,0.18013148631882078,<200
Q9P299,210,0.5110282055251641,0.11867936049815705,200-499
Q9P2A4,366,0.7355835788449095,0.10639969810383772,200-499
Q9P2B2,879,0.15864181779530595,0.12619251449089228,500-999
Q9P2B4,639,0.8302667936877445,0.13494814739899,500-999
Q9P2B7,532,0.9461886276734095,0.039610705864034895,500-999
Q9P2C4,475,0.22505642219727462,0.08676651132945486,200-499
Q9P2D0,1353,0.5758127041936637,0.10644050280692062,>=1000
Q9P2D1,2997,0.7094366544856211,0.2645579527377466,>=1000
Q9P2D3,2071,0.20589828878970076,0.0713861778371374,>=1000
